taxonID hash,scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,[OLD] introduction pathway [WILL BE DELETED],introduction pathway 1,introduction pathway 2,introduction pathway 3,date first observation,date last observation,source,occurrence remarks,native range,salinity zone,terrestrial,marine,freshwater,host,abundance,threat status,date added,added by,verified by
f6054e6c8735fdf9bd1ff1e9fba70961,Mytilopsis leucophaeata,Animalia,Mollusca,,Venerida,Dreissenidae,Mytilopsis,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling | Ship/boat ballast water,hullFouling,ballastWater,,1835,,"Nyst HJP (1835) Mollusques. Bulletin des Academies Royal des Sciences Lettres et Beaux Arts 2: 235–236 | Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp",,North America,F/B,FALSE,FALSE,TRUE,,,,,,
b7381586b5f8056006e5838b4fc2c756,Orchestia cavimana,Animalia,Arthropoda,,Amphipoda,Talitridae,Orchestia,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas,waterwaysBasinsSeas,,,1927,,"Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129",,Ponto-Caspian,F/B,FALSE,FALSE,TRUE,,,,,,
0737719f7e273373da08c01c8dc6162f,Orconectes limosus,Animalia,Arthropoda,,Decapoda,Cambaridae,Orconectes,species,ICZN,Flanders,BE,present,introduced,established,Aquaculture | Pet/aquarium/terrarium species (including live food for such species ),aquacultureMariculture,pet,,1977,,"Wouters K (2002) On the distribution of alien non-marine and estuarine macro-crustaceans in Belgium. Bulletin van het Koninklijk Belgisch Instituut voor Natuurwetenschappen, Biologie 72: 119–129",,North America,F,FALSE,FALSE,TRUE,,,,,,
05e1226fad2eec66ff6c70764ecf047a,Pacifastacus leniusculus,Animalia,Arthropoda,,Decapoda,Astacidae,Pacifastacus,species,ICZN,Flanders,BE,present,introduced,established,Aquaculture,aquacultureMariculture,,,1986,,"Gérard P (1986) Les différentes espèces d'écrevisses en Belgique et leur répartition géographique. Station de Recherche Forestière et Hydrobiologique. Travaux serie D 54, 25 p",,North America,F,FALSE,FALSE,TRUE,,,,,,
b74cb0f47f65095d9d919e2a9c1fc61c,Palaemon macrodactylus,Animalia,Arthropoda,,Decapoda,Palaemonidae,Palaemon,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1999,,"Boets P, Lock K, Goethals PLM (2011b) Shifts in the gammarid (Amphipoda) fauna of brackish polder waters in Flanders (Belgium). Journal of Crustacean Biology 31: 270–277, https://doi.org/10.1651/10-3357.1",,SouthEast Asia,F/B,FALSE,FALSE,TRUE,,,,,,
48735233e21ae4254b0691f8eef543c2,Petricolaria pholadiformis,Animalia,Mollusca,,Venerida,Veneridae,Petricolaria,species,ICZN,Flanders,BE,present,introduced,established,"Contaminant on animals (except parasites, species transported by host/vector)",contaminantOnAnimals,,,1899,,Loppens K (1902) Petricola pholadiformis L. Annales de la Société Royale Zoologique et Malacologique de Belgique 37: 41–42,considered transport with oyster lots as 'Contaminant on animals',North America,M,FALSE,TRUE,FALSE,,,,,,
4e75374d4157cc047fea212a1f0774c7,Physella acuta,Animalia,Mollusca,,Pulmonata,Physidae,Physella,species,ICZN,Flanders,BE,present,introduced,established,Other means of transport,otherTransport,,,1869,,"Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp",,North America,F,FALSE,FALSE,TRUE,,,,,,
cb35e00d077b73db575801f04275e8af,Potamopyrgus antipodarum,Animalia,Mollusca,,Neotaenioglossa,Hydrobiidae,Potamopyrgus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling | Ship/boat ballast water | Other means of transport,hullFouling,ballastWater,otherTransport,1927,,"Adam W (1947) Revision des Mollusques de la Belgique. I Mollusques terrestres et dulcicoles. Mémoires du Musée Royal d’Histoire Naturelle de Belgique, 106, 297 pp",considered drinking barrels transported on vessels as other means of transport,New Zealand,F/B,FALSE,FALSE,TRUE,,,,,,
85ea227fedd73b5f44e27d7499bed4b3,Potamothrix vejdovskyi,Animalia,Annelida,,Tubficida,Tubificidae,Potamothrix,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2009,,"Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, https://doi.org/10.3391/ai.2013.8.1.04",based on reference,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
9db148e57ff943839d2a2f620388fe5d,Proasellus coxalis,Animalia,Arthropoda,,Isopoda,Asellidae,Proasellus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas | Ship/boat hull fouling | Other means of transport,waterwaysBasinsSeas,hullFouling,otherTransport,1998,,Boets et al. unpublished data,,South Europe,F/B,FALSE,FALSE,TRUE,,,,,,
eb7cf63db2db96cfdd726bbdb2a58589,Proasellus meridianus,Animalia,Arthropoda,,Isopoda,Asellidae,Proasellus,species,ICZN,Flanders,BE,present,introduced,established,Interconnected waterways/basins/seas | Ship/boat hull fouling | Other means of transport,waterwaysBasinsSeas,hullFouling,otherTransport,1945,,Collection RBINS,,South Europe,F/B,FALSE,FALSE,TRUE,,,,,,
bac4e1a538c1fac69b816b52f833928c,Procambarus clarkii,Animalia,Arthropoda,,Decapoda,Cambaridae,Procambarus,species,ICZN,Flanders,BE,present,introduced,established,Aquaculture | Pet/aquarium/terrarium species (including live food for such species ),aquacultureMariculture,pet,,2008,,"Boets P, Lock K, Cammaerts R, Plu D, Goethals PLM (2009) Occurrence of the invasive crayfish Procambarus clarkii (Girard, 1852) in Belgium (Crustacea: Cambaridae). Belgian Journal of Zoology 139: 173–175",,North America,F,FALSE,FALSE,TRUE,,,,,,
76f65e67aff98533cbd14c990787b579,Psammoryctides moravicus,Animalia,Annelida,,Tubficida,Tubificidae,Psammoryctides,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2008,,"Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, https://doi.org/10.3391/ai.2013.8.1.04",based on reference,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
ad8ff08319ff0e9051102e6d1722d423,Psiloteredo megotara,Animalia,Mollusca,,Myoida,Teredinidae,Psiloteredo,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling | Other means of transport,hullFouling,otherTransport,,1600,,"Backeljau T (1986) Lijst van de recente mariene mollusken van België. Studiedocumenten van het K.B.I.N. 29. Koninklijk Belgisch Instituut voor Natuurwetenschappen: Brussel, 106 pp",considered floating wood as 'Other means of transport'; first occurrence before 1600,,M,FALSE,TRUE,FALSE,,,,,,
ba6f78baf9a86138db5686bee2268107,Quistadrilus multisetosus,Animalia,Annelida,,Tubficida,Tubificidae,Quistadrilus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1996,,"Seys J, Vincx M, Meire P (1999) Spatial distribution of oligochaetes (Clitellata) in the tidal freshwater and brackish parts of the Schelde estuary (Belgium). In: Aquatic Oligochaetes, Springer Netherlands, pp 119–132",,North America,F,FALSE,FALSE,TRUE,,,,,,
355c3f4b378677a04aebea174fb90093,Rangia cuneata,Animalia,Mollusca,,Venerida,Mactridae,Rangia,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2004,,"Verween A, Kerckhof F, Vincx M, Degraer S (2006) First European record of the invasive brackish water clam Rangia cuneata (G.W. Sowerby I, 1831) (Mollusca: Bivalvia). Aquatic Invasions 1: 198–203, https://doi.org/10.3391/ai.2006.1.4.1",,North America,F/B,FALSE,FALSE,TRUE,,,,,,
b1d44a5ac3a3c87bebf51127e8301df2,Rhithropanopeus harrisii,Animalia,Arthropoda,,Decapoda,Panopeidae,Rhithropanopeus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,1991,,"Van Damme P, Mees J, Maebe S (1992) Voorkomen van het Zuiderzeekrabbetje Rhithropanopeus harrisii (Gould, 1841) in de Westerschelde. De Strandvlo 12(1): 19–21",,North America,F/B,FALSE,FALSE,TRUE,,,,,,
561d4e5573f8471fb2a071995dec3d52,Sinanodonta woodiana,Animalia,Mollusca,,Unionoida,Unionidae,Sinanodonta,species,ICZN,Flanders,BE,present,introduced,established,"Contaminant on animals (except parasites, species transported by host/vector) | Aquaculture",contaminantOnAnimals,,,1999,,"Keppens M, Mienis HK (2004) A propos de la présence de Sinanodonta woodiana (Lea, 1834) en Belgique. Novapex Société 5: 78–81",,Asia,F,FALSE,FALSE,TRUE,,,,,,
0396fe0cb30083ee34d8692802dbfc3a,Sinelobus vanhaareni,Animalia,Arthropoda,,Tanaidacea,Tanaidae,Sinelobus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water | Ship/boat hull fouling | Aquaculture,ballastWater,hullFouling,aquacultureMariculture,2007,,"van Haaren T, Soors J (2009) Sinelobus stanfordi (Richardson, 1901): a new crustacean invader in Europe. Aquatic Invasions 4: 703–711, https://doi.org/10.3391/ai.2009.4.4.20",,,B,FALSE,TRUE,TRUE,,,,,,
a398f04d8e98c79ba3b5d2ea9942e546,Synidotea laticauda,Animalia,Arthropoda,,Isopoda,Idoteidae,Synidotea,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2005,,"Soors J, Faasse M, Stevens M, Verbessem I, De Regge N, Van den Bergh E (2010) New crustacean invaders in the Schelde estuary (Belgium). Belgian Journal of Zoology 140: 3–10",,North America,B,FALSE,TRUE,TRUE,,,,,,
64adea5e00ac03a99d28288ebc0e52dd,Synurella ambulans,Animalia,Arthropoda,,Amphipoda,Crangonyctidae,Synurella,species,ICZN,Flanders,BE,present,introduced,established,Aquaculture,aquacultureMariculture,,,2003,,"Boets P, Lock K, Goethals PLM (2010b) First record of Synurella ambulans (Müller 1846) (Amphipoda: Crangonictidae) in Belgium. Belgian Journal of Zoology 140: 244–245",,Ponto-Caspian,F,FALSE,FALSE,TRUE,,,,,,
7f5e399dffeb103740c6fbf6fb4fd9e4,Tasserkidrilus americanus,Animalia,Annelida,,Tubficida,Tubificidae,Tasserkidrilus,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat ballast water,ballastWater,,,2006,,"Soors J, van Haaren T, Timm T, Speybroeck J (2013) Bratislavia dadayi (Michaelsen, 1905) (Annelida: Clitellata: Naididae): a new non-indigenous species for Europe, and other non-native annelids in the Schelde estuary. Aquatic Invasions 8: 37–44, https://doi.org/10.3391/ai.2013.8.1.04",based on reference,North America,F,FALSE,FALSE,TRUE,,,,,,
f1933aee12b03522f0612248bed94089,Teredo navalis,Animalia,Mollusca,,Myoida,Teredinidae,Teredo,species,ICZN,Flanders,BE,present,introduced,established,Ship/boat hull fouling | Other means of transport,hullFouling,otherTransport,,1730,,"Sellius G (1733) Historia naturalis teredinis seu xylophagi marini tubulochonchoidis speciatim Belgici, Trajecti ad Rhenum, p 366",,,M,FALSE,TRUE,FALSE,,,,,,
7b9ca039cc740fd5eebdf394d6723417,Procambarus acutus,Animalia,Arthropoda,,Decapoda,Cambaridae,Procambarus,species,ICZN,Flanders,BE,present,introduced,established,Pet/aquarium/terrarium species (including live food for such species ),pet,,,2019,,Boets et al. submitted,,North America,F,FALSE,FALSE,TRUE,,,,,,
